47.76227702,47.76227702,0
40.31273152,40.31273152,0
54.70415905,54.70415905,0
45.76625994,45.76625994,0
41.48454014,41.48454014,0
45.41395714,45.41395714,0
57.90467121,57.90467121,0
47.63446814,47.63446814,0
52.35596757,52.35596757,0
58.41374892,58.41374892,0
57.99364445,57.99364445,0
55.14546751,55.14546751,0
48.1314611,48.1314611,0
52.99543663,52.99543663,0
53.02759557,53.02759557,0
47.18503473,47.18503473,0
43.88129487,43.88129487,0
58.84264548,58.84264548,0
46.48513297,46.48513297,0
49.45598294,49.45598294,0
34.60935017,34.60935017,0
53.22684045,53.22684045,0
49.21087325,49.21087325,0
55.28376784,55.28376784,0
45.0974274,45.0974274,0
43.93297348,43.93297348,0
46.4152351,46.4152351,0
46.31442264,46.31442264,0
55.30826027,55.30826027,0
47.26926394,47.26926394,0
42.83677323,42.83677323,0
58.15679241,58.15679241,0
46.35028857,46.35028857,0
54.57733844,54.57733844,0
48.75929372,48.75929372,0
45.10630629,45.10630629,0
37.20966325,37.20966325,0
58.76856078,58.76856078,0
58.00734491,58.00734491,0
57.25827895,57.25827895,0
47.6720582,47.6720582,0
47.68510429,47.68510429,0
53.57053641,53.57053641,0
53.50078342,53.50078342,0
57.72404599,57.72404599,0
56.59761269,56.59761269,0
56.55805541,56.55805541,0
45.91624876,45.91624876,0
44.22885306,44.22885306,0
41.35188476,41.35188476,0
59.08238222,59.08238222,0
44.15250593,44.15250593,0
34.96039197,34.96039197,0
47.14372639,47.14372639,0
52.36213628,52.36213628,0
53.38952,53.38952,0
58.04906183,58.04906183,0
42.04935269,42.04935269,0
48.73530918,48.73530918,0
46.29025826,46.29025826,0
53.42567427,53.42567427,0
33.69962761,33.69962761,0
41.57940439,41.57940439,0
56.56096626,56.56096626,0
9.012284418,9.012284418,0
44.69680048,44.69680048,0
47.20976958,47.20976958,0
46.45251483,46.45251483,0
52.65659476,52.65659476,0
47.91404937,47.91404937,0
48.30682329,48.30682329,0
58.8450648,58.8450648,0
24.32319113,24.32319113,0
52.80924904,52.80924904,0
46.07875614,46.07875614,0
58.84851158,58.84851158,0
34.88558239,34.88558239,0
53.02030287,53.02030287,0
49.61856654,49.61856654,0
49.48673143,49.48673143,0
44.055799,44.055799,0
42.76517201,42.76517201,0
47.62403308,47.62403308,0
48.4118233,48.4118233,0
20.84740524,20.84740524,0
43.88561718,43.88561718,0
29.10334552,29.10334552,0
58.13847709,58.13847709,0
34.87622029,34.87622029,0
58.76799315,58.76799315,0
49.53795961,49.53795961,0
52.96716663,52.96716663,0
47.1039696,47.1039696,0
52.80831276,52.80831276,0
54.30493023,54.30493023,0
31.0652667,31.0652667,0
25.30712965,25.30712965,0
51.93803567,51.93803567,0
42.51095826,42.51095826,0
47.37841988,47.37841988,0
