54216.07091,54216.07091,0
56731.13579,56731.13579,-2.9795E-08
50414.6627,50414.6627,0
53081.08179,53081.08179,0
55692.41161,55692.41161,-2.98023E-08
54423.59765,54423.59765,-2.98023E-08
46417.82972,46417.82972,0
53898.6099,53898.6099,0
51629.99389,51629.99389,0
46632.17943,46632.17943,0
46174.36766,46174.36766,0
51295.4543,51295.4543,0
53410.73775,53410.73775,0
51445.26887,51445.26887,0
52393.12377,52393.12377,0
52300.14247,52300.14247,-2.98023E-08
55781.16482,55781.16482,0
46714.70931,46714.70931,0
54466.45387,54466.45387,0
53568.2196,53568.2196,-2.98969E-08
59969.51785,59969.51785,-4.22006E-08
51535.13491,51535.13491,-2.98023E-08
53767.06232,53767.06232,0
50097.28189,50097.28189,0
54810.98781,54810.98781,0
56476.5628,56476.5628,0
53618.25283,53618.25283,0
53893.21656,53893.21656,0
50427.76531,50427.76531,0
53868.86126,53868.86126,0
56266.62047,56266.62047,0
46950.60021,46950.60021,0
54787.10318,54787.10318,0
50893.96497,50893.96497,-2.9795E-08
53310.32118,53310.32118,0
52858.10003,52858.10003,0
59013.10707,59013.10707,0
46858.45667,46858.45667,0
46847.46497,46847.46497,0
47575.57628,47575.57628,0
54391.1249,54391.1249,0
53981.18323,53981.18323,0
51056.8412,51056.8412,0
51428.26359,51428.26359,0
47208.08896,47208.08896,0
48658.85567,48658.85567,0
47670.60235,47670.60235,0
53991.0191,53991.0191,0
55792.05063,55792.05063,0
57489.55218,57489.55218,0
47132.95226,47132.95226,0
56063.64129,56063.64129,-2.9795E-08
59578.11205,59578.11205,-2.98023E-08
54079.12436,54079.12436,0
51853.00514,51853.00514,0
51512.84981,51512.84981,0
46552.63743,46552.63743,0
58099.11791,58099.11791,-4.20987E-08
53195.98008,53195.98008,0
53650.24737,53650.24737,-1.01863E-10
50923.54858,50923.54858,-2.9795E-08
60037.14467,60037.14467,0
56871.57351,56871.57351,0
47727.28877,47727.28877,0
71431.62583,71431.62583,-2.97878E-08
54962.55339,54962.55339,0
53786.86304,53786.86304,0
54147.76059,54147.76059,0
51593.58537,51593.58537,0
52135.8918,52135.8918,0
53404.74213,53404.74213,-2.98023E-08
46610.54961,46610.54961,0
64162.79319,64162.79319,0
51321.24795,51321.24795,-2.98023E-08
53497.24103,53497.24103,0
46594.45314,46594.45314,0
59974.40795,59974.40795,0
51541.30244,51541.30244,0
52421.27202,52421.27202,0
52357.60341,52357.60341,0
55551.26918,55551.26918,0
55266.12857,55266.12857,-2.98023E-08
54046.29207,54046.29207,0
54480.55937,54480.55937,-4.20987E-08
64836.66741,64836.66741,0
56196.62655,56196.62655,0
63452.78678,63452.78678,0
46471.65484,46471.65484,-2.98023E-08
60124.84541,60124.84541,0
47601.20282,47601.20282,0
52385.88213,52385.88213,0
51351.68305,51351.68305,0
53606.45005,53606.45005,0
52201.40263,52201.40263,0
51150.7654,51150.7654,0
62108.57104,62108.57104,0
64013.54096,64013.54096,0
52080.86959,52080.86959,0
57478.60478,57478.60478,0
